user_id,tweet,label,tweet_clf,tweet_ner
66378098,Hey hey hey. Morning!!! Materi selanjutnya dari IO :D @ITS_Surabaya http://t.co/sA3mmt8hbT,0,hey hey hey morning materi lanjut dari io d surabaya,Hey hey hey. Morning!!! Materi selanjutnya dari IO :D @ITS_Surabaya
66378098,Selamat hari batik nasional. #BanggaPakaiBatik @ITS_Surabaya @HIMADATA_ITS @HIMATEKTRO_ITS @HimkaITS @hmtc_its http://t.co/8AxiqNkDep,0,selamat hari batik nasional surabaya its its its,Selamat hari batik nasional. @ITS_Surabaya @HIMADATA_ITS @HIMATEKTRO_ITS @HimkaITS @hmtc_its
66378098,Selamat pagi kawan :) sudah siap mengawali hari dengan FRS online?,0,selamat pagi kawan sudah siap awal hari dengan frs online,Selamat pagi kawan :) sudah siap mengawali hari dengan FRS online?
66378098,Sungguh luar biasa show off dari Fisika!! Kolaborasi modern dan tradisional di balut sempurna. @its_net https://t.co/6hyyij0u9a,0,sungguh luar biasa show off dari fisika kolaborasi modern dan tradisional di balut sempurna net,Sungguh luar biasa show off dari Fisika!! Kolaborasi modern dan tradisional di balut sempurna. @its_net
66378098,Selamat hari listrik national. Hamatlah energi sebaik mungkin.. @BEM_ITS @ITS_Surabaya https://t.co/GJjmAbWqvT,0,selamat hari listrik national hamatlah energi baik mungkin its surabaya,Selamat hari listrik national. Hamatlah energi sebaik mungkin.. @BEM_ITS @ITS_Surabaya
66378098,"Selamat tahun baru hijriah 1437 H
Semoga bisa menjadi lebih baik di tahun yang baru ini. 
#SemangatBaru #HimasikaITS http://t.co/4SXKLGntu8",0,selamat tahun baru hijriah 1437 h moga bisa jadi lebih baik di tahun yang baru ini,Selamat tahun baru hijriah 1437 H Semoga bisa menjadi lebih baik di tahun yang baru ini.
66378098,"[ KESMA REMINDER ]

Halo sobat fisika!
Minggu ke-3 perkuliahan sudah didepan mata nih, Semangat untuk sobat Fisika yang sedang berjuang mendekati cita-citanya. Jangan lupa jaga kesehatan ya
Semangat !!

#ReminderKesma
#KESMAHIMASIKA
#NIRWASITA
#HIMASIKAITS
#ITSSURABAYA https://t.co/rHToVghbVb",0,kesma reminder halo sobat fisika minggu ke 3 kuliah sudah depan mata nih semangat untuk sobat fisika yang sedang juang dekat cita cita jangan lupa jaga sehat ya semangat,"[ KESMA REMINDER ] Halo sobat fisika! Minggu ke-3 perkuliahan sudah didepan mata nih, Semangat untuk sobat Fisika yang sedang berjuang mendekati cita-citanya. Jangan lupa jaga kesehatan ya Semangat !!"
66378098,Selamat Hari kartini @HimkaITS @hmtc_its @HIMATIKA_ITS @ITS_Surabaya @HimaseatransITS @HIMABITS @himatekkits https://t.co/YidbGCU6pP,0,selamat hari kartini its its surabaya,Selamat Hari kartini @HimkaITS @hmtc_its @HIMATIKA_ITS @ITS_Surabaya @HimaseatransITS @HIMABITS @himatekkits
66378098,"Malam refleksi kebangsaan, 10 nopember 2015 oleh comdev Himasika ITS https://t.co/qkyvf3TqWH",0,malam refleksi bangsa 10 nopember 2015 oleh comdev himasika its,"Malam refleksi kebangsaan, 10 nopember 2015 oleh comdev Himasika ITS"
66378098,Selamat datang semester baru semoga di beri kelancaran dan kesuksesan buat kita semua #EkspansiKarya @ITS_Surabaya http://t.co/Fjvwv4xdN5,0,selamat datang semester baru moga di beri lancar dan sukses buat kita semua surabaya,Selamat datang semester baru semoga di beri kelancaran dan kesuksesan buat kita semua @ITS_Surabaya
66378098,Fisika dipenuhi warna hijau siap untuk outbond. Yeay!! @ITS_Surabaya http://t.co/mRcOK0fEEC,0,fisika penuh warna hijau siap untuk outbond yeay surabaya,Fisika dipenuhi warna hijau siap untuk outbond. Yeay!! @ITS_Surabaya
66378098,"Temu Alumni Akbar 2016. Mulai dari angkatan 1983-2011 sudah dateng !!!
#EkspansiKarya 
#PRD 
#FisikaTempoeDoloe https://t.co/Qx1drY6izv",0,temu alumni akbar 2016 mulai dari angkat 1983 2011 sudah dateng,Temu Alumni Akbar 2016. Mulai dari angkatan 1983-2011 sudah dateng !!!
66378098,Semangat UTS untuk jurusan fisika... Persiapkan sebaik-baiknya... @BEM_ITS @ITS_Surabaya https://t.co/bZqU2jQ6fs,0,semangat uts untuk jurus fisika siap baik baik its surabaya,Semangat UTS untuk jurusan fisika... Persiapkan sebaik-baiknya... @BEM_ITS @ITS_Surabaya
66378098,Persiapan hari pertama OKKBK Fisika ITS 2015. Semangat adek2 serap ilmu sebanyak-banyaknya @ITS_Surabaya http://t.co/IuabQfO1DV,0,siap hari pertama okkbk fisika its 2015 semangat adek2 serap ilmu banyak banyak surabaya,Persiapan hari pertama OKKBK Fisika ITS 2015. Semangat adek2 serap ilmu sebanyak-banyaknya @ITS_Surabaya
66378098,World Food Day. Dont waste your food ! Give each other for better world.. @BEM_ITS @ITS_Surabaya https://t.co/A2g2KrCncV,0,world food day dont waste your food give each other for better world its surabaya,World Food Day. Dont waste your food ! Give each other for better world.. @BEM_ITS @ITS_Surabaya
66378098,Theory Theory Theory... Now Physics Theory with pak Bintoro @ITS_Surabaya http://t.co/csX58slpNg,0,theory theory theory now physics theory with pak bintoro surabaya,Theory Theory Theory... Now Physics Theory with pak Bintoro @ITS_Surabaya
66378098,"Simulasi presentasi PKM yang telah dibuat oleh Mahasiswa Fisika 2015
#PKTI2015
#RnTHimasikaITS
#ITSNet http://t.co/BdMdvsWtIv",0,simulasi presentasi pkm yang telah buat oleh mahasiswa fisika 2015,Simulasi presentasi PKM yang telah dibuat oleh Mahasiswa Fisika 2015
66378098,"Selamat Hari Natal. Enjoy your holiday
@HIMABITS @himatekkits @hmtc_its @HIMATEKTRO_ITS @ITS_Surabaya @HMM_ITS https://t.co/0yhZNEvJwB",0,selamat hari natal enjoy your holiday its its surabaya its,Selamat Hari Natal. Enjoy your holiday @HIMABITS @himatekkits @hmtc_its @HIMATEKTRO_ITS @ITS_Surabaya @HMM_ITS
66378098,4th physics summit dengan agenda praktikum. #salamsejutailmu @PhysicsSummit https://t.co/lMuYhEdjJl,0,4th physics summit dengan agenda praktikum,4th physics summit dengan agenda praktikum. @PhysicsSummit
66378098,"[Sharing and briefing]
Materi pertama oleh Bapak Mashuri dosen fisika material mantan KaHimasika ITS tahun 1991 https://t.co/v6nvWJR9uC",0,sharing and briefing materi pertama oleh bapak mashuri dosen fisika material mantan kahimasika its tahun 1991,[Sharing and briefing] Materi pertama oleh Bapak Mashuri dosen fisika material mantan KaHimasika ITS tahun 1991
66378098,Materi pertama pengenalan laboratorium elektronika dan bidang minat instrumentasi oleh pak endarko @ITS_Surabaya http://t.co/RKDwZ8FtnI,0,materi pertama kenal laboratorium elektronika dan bidang minat instrumentasi oleh pak endarko surabaya,Materi pertama pengenalan laboratorium elektronika dan bidang minat instrumentasi oleh pak endarko @ITS_Surabaya
75362544,"Berikut ini adalah Timeline Perkuliahan Semester Genap 2017/2018. Semoga bermanfaat.

#AcademicInformation
#ITSSurabaya https://t.co/LhafcTvLYe",0,ikut ini adalah timeline kuliah semester genap 2017 2018 moga manfaat,Berikut ini adalah Timeline Perkuliahan Semester Genap 2017/2018. Semoga bermanfaat.
75362544,"[RESTRUKTURISASI WAHANA JUANG]

Halo Sobat Juang KM ITS!

Tak terasa esok semester Baru kan tiba. 

Begitu pula dengan BEM ITS, ada kabar baru dari punggawanya. 

Info lebih lanjut cek aja poster dibawah ini. 

#RestrukturisasiBEMITS
#ITSSurabaya https://t.co/oVcJgiuMPh",0,restrukturisasi wahana juang halo sobat juang km its tak asa esok semester baru kan tiba begitu pula dengan bem its ada kabar baru dari punggawa info lebih lanjut cek aja poster bawah ini,"[RESTRUKTURISASI WAHANA JUANG] Halo Sobat Juang KM ITS! Tak terasa esok semester Baru kan tiba. Begitu pula dengan BEM ITS, ada kabar baru dari punggawanya. Info lebih lanjut cek aja poster dibawah ini."
75362544,"Ayo, berkompetisi menjadi yang terbaik dan jadilah inspirasi!

#VMP
#IndonesiaNEXT2017
#ITSSurabaya https://t.co/tTZJBNj2Co",0,ayo kompetisi jadi yang baik dan jadi inspirasi,"Ayo, berkompetisi menjadi yang terbaik dan jadilah inspirasi!"
75362544,"Line | Ig : @schematics.its
Twitter | Ask : @schematics_its
Facebook : /schematicshmtc
Youtube : /schematicsits

Divisi Komunikasi dan Informatika
BEM ITS Kolaborapi 2019

#SchematicsNST
#Kominfo
#Kolaborapi
#BEMITS
#ITSSurabaya",0,line instagram its twitter ask its facebook schematicshmtc youtube schematicsits divisi komunikasi dan informatika bem its kolaborapi 2019,Line | Ig : @schematics.its Twitter | Ask : @schematics_its Facebook : /schematicshmtc Youtube : /schematicsits Divisi Komunikasi dan Informatika BEM ITS Kolaborapi 2019
75362544,"Hai @bem_unpad,
Hati-hati di jalan, rek! 
Ke""hangat""an kota Surabaya siap menyambut kedatangan kalian :)

Have a fun trip! 👋 https://t.co/kgQxsrZa6E",0,hai unpad hati hati di jalan rek ke hangat atas nama kota surabaya siap sambut datang kalian have a fun trip,"Hai @bem_unpad, Hati-hati di jalan, rek! Ke""hangat""an kota Surabaya siap menyambut kedatangan kalian :) Have a fun trip! 👋"
75362544,"[SINERGIA EAST EXPO]

Halo Penggelora Aksi!
 Universitas Ciputra akan mengadakan SINERGIA!
Link untuk melakukan registrasi :
• SINERGIA FESTIVAL =
https://t.co/KvH2xH6VW5
• SINERGIA INCUBATION &amp; EXPO = 
https://t.co/xS6MwZ6jj9
• SINERGIA TALKS =
https://t.co/oROsSjVhIz https://t.co/43xXmoOVv3",0,sinergia east expo halo gelora aksi universitas ciputra akan ada sinergia link untuk laku registrasi sinergia festival sinergia incubation amp expo sinergia talks,[SINERGIA EAST EXPO] Halo Penggelora Aksi! Universitas Ciputra akan mengadakan SINERGIA! Link untuk melakukan registrasi : • SINERGIA FESTIVAL = • SINERGIA INCUBATION & EXPO = • SINERGIA TALKS =
75362544,"[REMINDER : POSKO SPP-UKT]

Halo Sobat Juang KM ITS!

Yuk, segera daftar Posko SPP UKT periode semester genap 2017/2018 karena penutupan pendaftaran 3 hari lagi! 

#PoskoUKT
#ITSSurabaya https://t.co/FbQKueC7rr",0,reminder posko spp ukt halo sobat juang km its yuk segera daftar posko spp ukt periode semester genap 2017 2018 karena tutup daftar 3 hari lagi,"[REMINDER : POSKO SPP-UKT] Halo Sobat Juang KM ITS! Yuk, segera daftar Posko SPP UKT periode semester genap 2017/2018 karena penutupan pendaftaran 3 hari lagi!"
75362544,"Suroboyo Photography bareng Loop merupakan workshop fotografi yang diadakan oleh Telkomsel Ambassador Surabaya dibawah naungan Divisi Youth and Community dan disponsori oleh Loop tentunya. 

How to register? Cek Instagram BEM ITS!

#VMP
#yncsurabaya
#ITSSurabaya https://t.co/Znd5uHTlIF",0,suroboyo photography bareng loop rupa workshop fotografi yang ada oleh telkomsel ambassador surabaya bawah naung divisi youth and community dan sponsor oleh loop tentu how to register cek instagram bem its,Suroboyo Photography bareng Loop merupakan workshop fotografi yang diadakan oleh Telkomsel Ambassador Surabaya dibawah naungan Divisi Youth and Community dan disponsori oleh Loop tentunya. How to register? Cek Instagram BEM ITS!
75362544,"[HARI IBU]

Halo Sobat Juang!

""Pernah kudengar orang kampung bilang: sebesar-besar ampun adalah yang diminta seorang anak dari ibunya, sebesar-besar dosa adalah dosa anak kepada ibunya."" - Pramoedya Anta Toer 

Selamat Hari Ibu Sobat Juang!

#HariIbu
#ITSSurabaya https://t.co/powYimj6hI",0,hari ibu halo sobat juang pernah dengar orang kampung bilang besar besar ampun adalah yang minta orang anak dari ibu besar besar dosa adalah dosa anak kepada ibu pramoedya anta toer selamat hari ibu sobat juang,"[HARI IBU] Halo Sobat Juang! ""Pernah kudengar orang kampung bilang: sebesar-besar ampun adalah yang diminta seorang anak dari ibunya, sebesar-besar dosa adalah dosa anak kepada ibunya."" - Pramoedya Anta Toer Selamat Hari Ibu Sobat Juang!"
75362544,"Yuk lihat jadwal screening nya di link yang tertera di poster diatas

#MKT2017
#ITSSurabaya https://t.co/pWllCdHVjk",0,yuk lihat jadwal screening nya di link yang tera di poster atas,Yuk lihat jadwal screening nya di link yang tertera di poster diatas
75362544,"Saat ini perwakilan Kementerian Riset dan Teknologi beserta UKM Maritime Challenge dan Peserta TUN 2017 sedang melakukan loading dan instalasi alat di Desa Bringsang, Pulau Giligenting, Madura

#TUN2017
#ITSSurabaya https://t.co/5PVkR9YILQ",0,saat ini wakil menteri riset dan teknologi serta ukm maritime challenge dan serta tun 2017 sedang laku loading dan instalasi alat di desa bringsang pulau giligenting madura,"Saat ini perwakilan Kementerian Riset dan Teknologi beserta UKM Maritime Challenge dan Peserta TUN 2017 sedang melakukan loading dan instalasi alat di Desa Bringsang, Pulau Giligenting, Madura"
75362544,"[END OF YEAR CHALLENGE]
Dalam rangka menyambut berakhirnya tahun 2018, yuk ikutan Kuis Telkomsel!
Akan ada 2 pemenang untuk masing-masing kategori caption paling keren &amp; likes terbanyak yg berhak dapat masing-masing saldo Tcash 500k dan 250k
#EndOfYearChallenge
#VivatMediaPartner https://t.co/aESWV2VvKh",0,end of year challenge dalam rangka sambut akhir tahun 2018 yuk ikut kuis telkomsel akan ada 2 menang untuk masing masing kategori caption paling keren amp likes banyak yang hak dapat masing masing saldo tcash 500k dan 250k,"[END OF YEAR CHALLENGE] Dalam rangka menyambut berakhirnya tahun 2018, yuk ikutan Kuis Telkomsel! Akan ada 2 pemenang untuk masing-masing kategori caption paling keren & likes terbanyak yang berhak dapat masing-masing saldo Tcash 500k dan 250k"
75362544,"Kamu bisa mendapatkan total SKEM 400 jika kamu ikut seminar dan exclusive coursenya. Selain itu, kamu juga akan mendapatkan ilmu dari pembicara kami yang sangat kompeten.",0,kamu bisa dapat total skem 400 jika kamu ikut seminar dan exclusive coursenya selain itu kamu juga akan dapat ilmu dari bicara kami yang sangat kompeten,"Kamu bisa mendapatkan total SKEM 400 jika kamu ikut seminar dan exclusive coursenya. Selain itu, kamu juga akan mendapatkan ilmu dari pembicara kami yang sangat kompeten."
75362544,"Selalu ada nilai kebhinekaan yang muncul dalam perayaan hari besar salah satu ras di Indonesia. Maka dari itu alangkah baiknya kita saling menjaga kerukunan dan kebersamaan yang Harmonis di Tahun Baru Imlek ini.

Selamat Tahun Baru Imlek!

#TahunBaruImlek
#ITSSurabaya https://t.co/UXV4qMCGSO",0,selalu ada nilai kebhinekaan yang muncul dalam raya hari besar salah satu ras di indonesia maka dari itu alangkah baik kita saling jaga rukun dan sama yang harmonis di tahun baru imlek ini selamat tahun baru imlek,Selalu ada nilai kebhinekaan yang muncul dalam perayaan hari besar salah satu ras di Indonesia. Maka dari itu alangkah baiknya kita saling menjaga kerukunan dan kebersamaan yang Harmonis di Tahun Baru Imlek ini. Selamat Tahun Baru Imlek!
75362544,"Halo KM ITS!

Ada info menarik dari nih! 
CLOSING CIVIL EXPO 2019 

Yuk segera dapetin tiket presale 2nya,
Cek poster untuk informasi lebih lanjut!  

@civilexpoits https://t.co/L6z3ewrM2T",0,halo km its ada info tarik dari nih closing civil expo 2019 yuk segera dapetin tiket presale 2nya cek poster untuk informasi lebih lanjut,"Halo KM ITS! Ada info menarik dari nih! CLOSING CIVIL EXPO 2019 Yuk segera dapetin tiket presale 2nya, Cek poster untuk informasi lebih lanjut! @civilexpoits"
75362544,"Kali ini teman-teman BEM ITS sedang berkunjung ke teman-teman BEM UI. Dalam kunjungan kali ini, semoga BEM ITS dan BEM UI sama-sama mendapatkan pembelajaran yang bermanfaat untuk pergerakan mahasiswa kedepannya.

#LIVEREPORT
#GOESTOUNIVERSITY
#BEMUI
#ITSSurabaya https://t.co/DTboJxX020",0,kali ini teman teman bem its sedang kunjung ke teman teman bem ui dalam kunjung kali ini moga bem its dan bem ui sama sama dapat ajar yang manfaat untuk gera mahasiswa depan,"Kali ini teman-teman BEM ITS sedang berkunjung ke teman-teman BEM UI. Dalam kunjungan kali ini, semoga BEM ITS dan BEM UI sama-sama mendapatkan pembelajaran yang bermanfaat untuk pergerakan mahasiswa kedepannya."
75362544,"Yuk, tingkatkan kepedulian kita terhadap sampah yang kita hasilkan setiap harinya!

#GoGreen17
#ITSSurabaya https://t.co/mS1RdZT3ml",0,yuk tingkat peduli kita hadap sampah yang kita hasil tiap hari,"Yuk, tingkatkan kepedulian kita terhadap sampah yang kita hasilkan setiap harinya!"
75362544,"Jangan lupa, pembayaran UKT terakhir tanggal 23 Agustus 2019 lho! Pembayaran bisa dilakukan melalui atm maupun teller ya. Lebih jelasnya cek dibawah ini ajaa
Jangan sampe kelewatan, nanti gabisa FRS-an kak:--( https://t.co/jwznMNXwyv",0,jangan lupa bayar ukt akhir tanggal 23 agustus 2019 lho bayar bisa laku lalu atm maupun teller ya lebih jelas cek bawah ini ajaa jangan sampe lewat nanti gabisa frs atas nama kak,"Jangan lupa, pembayaran UKT terakhir tanggal 23 Agustus 2019 lho! Pembayaran bisa dilakukan melalui atm maupun teller ya. Lebih jelasnya cek dibawah ini ajaa Jangan sampe kelewatan, nanti gabisa FRS-an kak:--("
75362544,"Selamat Hari Maulid Nabi Muhammad SAW!

Nah berhubung ini tanggal merah nih, kalo libur begini biasanya KM ITS pada ngapain sih?",0,selamat hari maulid nabi muhammad saw nah hubung ini tanggal merah nih kalo libur begini biasa km its pada ngapain sih,"Selamat Hari Maulid Nabi Muhammad SAW! Nah berhubung ini tanggal merah nih, kalo libur begini biasanya KM ITS pada ngapain sih?"
75362544,"""Bersatu kita teguh, bercerai kita kawin lagi eh runtuh""

Mau tau lebih? 
Tunggu info selanjutnya ya!

#PemanduGathering
#ITSSurabaya https://t.co/QMLS1BkJs4",0,satu kita teguh cerai kita kawin lagi eh runtuh mau tau lebih tunggu info lanjut ya,"""Bersatu kita teguh, bercerai kita kawin lagi eh runtuh"" Mau tau lebih? Tunggu info selanjutnya ya!"
75362544,"Hari/Tanggal : Rabu, 29 November 2017
Tempat : SCC Lat. 3
Pukul : 18.30 WIB
Dress code : Baju Batik

#PemanduGathering
#ITSSurabaya https://t.co/no3DcMBv24",1,hari tanggal rabu 29 november 2017 tempat scc lat 3 pukul 18 30 wib dress code baju batik,"Hari/Tanggal : Rabu, 29 November 2017 Tempat : SCC Lat. 3 Pukul : 18.30 WIB Dress code : Baju Batik"
75362544,"Selamat siang KM ITS! 

Sudah dengar isu mengenai kebijakan sistem SKEM yang baru? 

Cus dicek:
https://t.co/ImxP74tMVH

Gimana nih pendapat kalian tentang hal ini? Mimin tunggu komentarnya dibawah yaa! https://t.co/vkL6VxHV8w",0,selamat siang km its sudah dengar isu kena bijak sistem skem yang baru cus cek gimana nih dapat kalian tentang hal ini mimin tunggu komentar bawah yaa,Selamat siang KM ITS! Sudah dengar isu mengenai kebijakan sistem SKEM yang baru? Cus dicek: Gimana nih pendapat kalian tentang hal ini? Mimin tunggu komentarnya dibawah yaa!
75362544,"SISA 4 KURSI! SAHABAT IELTS SURABAYA BATCH 2, DIJAMIN SKOR IELTS NAIK! AYO DAFTAR!

@ SHAE Cafe &amp; Eatery, Surabaya
HANYA Rp3.750.000,-

Daftar sekarang:
https://t.co/Xy33XCTkB8 https://t.co/3KvqMj8Iiq",0,sisa 4 kursi sahabat ielts surabaya batch 2 jamin skor ielts naik ayo daftar shae cafe amp eatery surabaya hanya rp3 750 000 daftar sekarang,"SISA 4 KURSI! SAHABAT IELTS SURABAYA BATCH 2, DIJAMIN SKOR IELTS NAIK! AYO DAFTAR! @ SHAE Cafe & Eatery, Surabaya HANYA Rp3.750.000,- Daftar sekarang:"
75362544,"besok ada lagi kak, kan banyak yang masih bisa dikangenin dari ITS:D https://t.co/ZtqhY9ZyfA",0,besok ada lagi kak kan banyak yang masih bisa dikangenin dari its d,"besok ada lagi kak, kan banyak yang masih bisa dikangenin dari ITS:D"
75362544,"IELTS PREDICTION TEST

Cashback 200rb IELTS Prediction Test Surabaya! Cuma hari ini! Daftar sekarang di: https://t.co/rpyFu41grj

Divisi Komunikasi dan Informatika
BEM ITS Kolaborapi 2019/2020

#Schoters
#IeltsPredictionTest
#Kominfo
#Kolaborapi
#BEMITS
#ITSSurabaya https://t.co/AjxcHYjSqY",0,ielts prediction test cashback 200rb ielts prediction test surabaya cuma hari ini daftar sekarang di divisi komunikasi dan informatika bem its kolaborapi 2019 2020,IELTS PREDICTION TEST Cashback 200rb IELTS Prediction Test Surabaya! Cuma hari ini! Daftar sekarang di: Divisi Komunikasi dan Informatika BEM ITS Kolaborapi 2019/2020
75362544,"Sebuah Persembahan untuk Sepuluh Nopember! 

Tonton di Youtube kami:
https://t.co/eljRQ8A3G2 https://t.co/ljrK1roXEs",0,buah sembah untuk puluh nopember tonton di youtube kami,Sebuah Persembahan untuk Sepuluh Nopember! Tonton di Youtube kami:
75362544,"Kunjungan kali ini BEM ITS membawa pembahasan terkait pengaruh MEA untuk mahasiswa.

#LIVEREPORT
#GOESTOASEANFOUNDATION
#ITSSurabaya https://t.co/7xRomZ3ibA",0,kunjung kali ini bem its bawa bahas kait pengaruh mea untuk mahasiswa,Kunjungan kali ini BEM ITS membawa pembahasan terkait pengaruh MEA untuk mahasiswa.
75362544,"[WAHANA JUANG UNDUR DIRI]

Halo Sobat Juang!

""… Terima kasih untuk seluruh elemen yang membersamai serta menjadi support selama kepengurusan ini. …"" 

— Rofi Arga Hardiansyah 
Presiden BEM ITS Wahana Juang 2016/2017

#UndurDiri
#ITSSurabaya https://t.co/KYZhHJwo5Y",0,wahana juang undur diri halo sobat juang terima kasih untuk seluruh elemen yang sama serta jadi support lama urus ini rofi arga hardiansyah presiden bem its wahana juang 2016 2017,"[WAHANA JUANG UNDUR DIRI] Halo Sobat Juang! ""… Terima kasih untuk seluruh elemen yang membersamai serta menjadi support selama kepengurusan ini. …"" — Rofi Arga Hardiansyah Presiden BEM ITS Wahana Juang 2016/2017"
75362544,[VMP] Innovation Summit by Schneider Electric | 3 Mei 2018 | Hotel Shangri-la Surabaya | Gratis | Info: 6283898595017 (WA/Line only) https://t.co/jumAtuwQPa,0,vmp innovation summit by schneider electric 3 mei 2018 hotel shangri la surabaya gratis info 6283898595017 wa line only,[VMP] Innovation Summit by Schneider Electric | 3 Mei 2018 | Hotel Shangri-la Surabaya | Gratis | Info: 6283898595017 (WA/Line only)
