tweet,user_id
"[Greeting Day : Surat Perintah Sebelas Maret]

Surat Perintah Sebelas Maret atau Surat Perintah 11 Maret yang disingkat menjadi Supersemar adalah surat perintah yang ditandatangani oleh Presiden Republik Indonesia Soekarno pada tanggal 11 Maret 1966.

Surat ini berisi ... (1)",727320212
"(2) ... karena bertepatan dengan hari lahirnya komponis besar Indonesia, Wage Rudolf Supratman. Dalam biografinya, Wage Rudolf Supratman lahir pada 9 Maret 1903 di Purworejo, Jawa Tengah. Pencapaian yang paling dikenal adalah ketika dia menciptakan lagu Indonesia Raya",727320212
"[Greeting Day : Musik Nasional]

Taukah kalian mengapa tanggal 9 Maret dipilih menjadi Hari Musik Nasional?

Ketua Persatuan Artis Penyanyi, Pencipta Lagu, dan Pemusik RI (PAPPRI) Periode 2012-2017 Tantowi Yahya menyebutkan, 9 Maret dipilih sebagai Hari Musik Nasional ... (1)",727320212
"(2) ... untuk memperingati keberhasilan kaum perempuan di bidang ekonomi, politik dan sosial.

Selamat Hari Wanita Sedunia untuk para wanita di seluruh dunia!

#InternationalWomen'sDay
#AktualisasiPerubahan
#ITSSurabaya
@BEM_ITS https://t.co/Q1L1AvFz6O",727320212
"[Greeting Day : International Women's Day]

Hari Wanita Sedunia jatuh pada tanggal 8 Maret setiap tahunnya. Seluruh wanita di berbagai belahan bumi merayakan hari di mana kontribusi dan peran para perempuan menjadi sorotan. Hari besar ini dirayakan ... (1)",727320212
"(4) ...  pada tanggal 19 Februari 1963, juga resmi berubah nama menjadi Komando Strategis Angkatan Darat (KOSTRAD). Tetap, setiap tanggal 6 Maret diperingati sebagai hari lahirnya KOSTRAD. 

#HariKOSTRAD
#AktualisasiPerubahan
#ITSSurabaya
@BEM_ITS https://t.co/nyB6VLqdq9",727320212
"[Greeting Day : Hari KOSTRAD]

Memang, Indonesia sudah di akui sebagai NKRI sejak 17 Agustus 1945. Lantas bukan berarti perjuangan bangsa selesai. Sebab, kemungkinan datang ancaman dari dalam maupun luar. Terlebih, pada tahun 1948-an terjadi pemberontakan dan akhir 1960 ... (1)",727320212
"[LKMM TD XXIX MAJAPAHIT : OPEN REGISTRATION]

Hai calon ksatria-ksatria majapahit.
Siapkah dirimu menjadi ksatria tangguh???
Aku tak butuh jawabanmu!!!
Mendaftarlah jika memang kalian ingin menjadi ksatria.

#LKMMTDXXIX
#MAJAPAHIT
#AktualisasiPerubahan
#ITSSurabaya https://t.co/lwUCo0hDNB",727320212
"(3) ... Oleh karena itu, peringatan Hari Kehakiman Nasional ini seharusnya menjadi titik tolak dalam mewujudkan supremasi hukum di Indonesia dengan cara menegakkan hukum seadil-adilnya.

#HariKehakimanNasional
#AktualisasiNasional
#ITSSurabaya
@BEM_ITS https://t.co/zCR2Lii9wy",727320212
"[Greeting Day : Hari Kehakiman Nasional]

Beberapa daerah di Indonesia merayakan hari ini dengan menggelar upacara yang dihadiri beberapa petinggi beserta staff dan jajarannya. Namun sebagian daerah lainnya hanya sekadar mengenang 1 Maret ... (1)",727320212
"(2) ... Perang Kemerdekaan Indonesia. 
Pada tanggal 14 Februari 1945, pasukan PETA di Blitar melakukan sebuah pemberontakan. Pemberontakan ini berhasil dipadamkan dengan memanfaatkan pasukan pribumi yang tak terlibat pemberontakan, baik dari satuan PETA sendiri maupun Heiho.",727320212
"[Greeting Day : Hari Pembelaan Tanah Air]

Tentara Pembela Tanah Air ( PETA) merupakan kesatuan militer yang dibentuk Jepang di Indonesia dalam masa pendudukan Jepang. Tentara Pembela Tanah Air dibentuk pada tanggal 3 Oktober 1943. Tentara PETA telah berperan besar dalam ... (1)",727320212
"(2) ... 3. Format file .jpg/ .png resolusi min. 300
4. Design Tampak depan dan belakang

Dan buat kalian yang berhasil kirim design terbaik ada hadiah uang tunai loh. YUK LANGSUNG DESIGN!
Kirim kan Hasil Karya di kirim ke email : Bagasdhar.bd@gmail.com.",727320212
"2. Perusahaan kertas yang berdiri sejak 1994 yang menjadi penyuplai utama kertas ke PT Jawa Pos
3. Perusahaan susu berfermentasi yang dapat menyehatkan ususmu

Catatan : wajib bagi kalian angkatan 2016

(3)",727320212
"Kalian juga bisa mempelajari bagaimana proses industri sebenarnya, bukan hanya teori.

Untuk VIFO 2018 akan mengunjungi 3 pabrik loh. Kata kunci dari ketiga pabrik itu adalah :
1. Perusahaan yang bergerak di bidang energi terbarukan dibawah naungan PTPN yang termasuk BUMN (2)",727320212
"(4) ... di tengah-tengah guncangan Agresi Militer Belanda II.

Selamat Hari Bela Negara seluruh rakyat Indonesia!",727320212
(2) ... Pemerintahan Darurat Republik Indonesia (PDRI) oleh Mr. Syafruddin Prawiranegara di Sumatra Barat. Hari yang mana para pahlawan,727320212
"(3) 
Tempat : BB302
Fee 15k

Hadirilah dan bersiap menjadi engineer yang sesungguhnya!

#EngineerMuda
#SiapHadapiDuniaKerja
#AktualisasiPerubahan
#ITSSurabaya",727320212
"(2) Daripada pusing, yuk join dan tingkatkan pengetahuan engineer kalian disini. Pastinya dengan pembicara yang ahli di dunia engineer. Dengan tema ""Bright Manners anda Thinkers Chemical Engineer"" acara dilaksanakan pada :
Hari : Sabtu, 25 November 2017
Waktu : 07.00 WIB-selesai",727320212
"[Live Report : Kuliah Tamu]

Hari ini sedang berlangsung Kuliah Tamu Introduction to ""Coating and Painting Technology"" di Departemen Teknik Kimia Industri Ruang BB 302 - BB 302 A yang diberi sambutan oleh Bapak Kapala Departemen Ir. Agung Subyakto, MS. ... (1)",727320212
"Safety dan manner yang baik untuk seorang engineer? Dan pastinya diisi oleh speakers yang ahli di bidang profesinya! Kuy tingkatkan pengetahuan dan wawasan kalian di sini!!!
""Mulailah dari mana pun Anda berada. Gunakan apa yang Anda miliki. Lakukan apa yang Anda bisa."" (2)",727320212
"[COMING SOON : Public Lecture Chemical Engineering]
Belum tahu ranah kerja lulusan Teknik Kimia di dunia Industri? Ingin tahu penerapan ilmu apa saja yang kalian pelajari selama ini dalam dunia Industri? https://t.co/pQ5xY6vkaH",727320212
"(2) Data WHO tahun 2008, di Indonesia, diabetes adalah penyebab kematian nomor satu dari angka kematian yang disebabkan oleh Penyakit Tidak Menular. Apakah kamu yang termasuk dalam angka tersebut? Yuk, jaga kesehatan agar bisa melihat dunia lebih lama lagi!",727320212
"[Greeting Day : Hari Bangunan Nasional]

Hari Bangunan Nasional ini merupakan gagasan yang diinisiasi oleh Fransiscus Welirang (pelaku usaha), Daniel K. Adam (Direktur Indocement), dan Handi Irawan (CEO Frontier Consulting Group) ... (1)",727320212
"[LIVE REPORT : D3'CUP]

Sedang berlangsung  D3'CUP HIMA D3KKIM FV-ITS di ruang BB 302  Departemen Teknik Kimia Industri ... (1)",727320212
"[Hello November]

Selamat sore warga HIMAD3KKIM. Selamat datang di bulan november. Semoga di bulan baru ini semakin baik ... (1)",727320212
"[ D O T S ]

Selamat malam warga HIMAD3KKIM.
DOTS (D3KKIM ON THE STREET) kembali hadir di PAMMITS pada ... (1)",727320212
"(4) ... Saat ini, PBB telah memiliki 192 anggota, Indonesia telah menjadi anggota PBB sejak tahun 1950. Namun, sempat keluar",727320212
(3) ... Perserikatan Bangsa-bangsa didirikan di San Francisco pada 24 Oktber 1945 setelah Konferensi Dumbarton Oaks di Washington DC.,727320212
"[Live Report : LKMW TD]

Sedang berlangsung LKMW TD HIMAD3KKIM hari kedua di ruang  BB 302 Departemen Teknik Kimia FV-ITS ... (1)",727320212
"[Live Report : LKMW TD]

Sedang berlangsung LKMW TD HIMAD3KKIM hari pertama di ruang  BB 302 Departemen Teknik Kimia Industri FV-ITS ... (1)",727320212
"[ Live Report : TM LKMW TD]

Sedang berlangsung TM LKMW TD di BB 302 Departemen Teknik Kimia Industri FV- ITS ... (1)",727320212
"[Live Report : PKTI TD ]

Sedang berlangsung PKTI TD hari kedua di Ruang BB 302 Departemen Teknik Kimia Industri ITS Surabaya ... (1)",727320212
"[Live Report : PKTI TD ]

Sedang berlangsung PKTI TD di Ruang BB 302 Departemen Teknik Kimia Industri ITS Surabaya ... (1)",727320212
"(4) ... menjaga dan melestarikan hewan-hewan di dunia ini.

Selamat hari hewan sedunia...",727320212
"[Live Report : Diesnatalis HIMA D3KKIM]

Sedang berlangsung perayaan diesnatalis HIMA D3KKIM di Taman Departemen Teknik Kimia ... (1)",727320212
(8)  himbauan kepada seluruh pegawai di bawah jajarannya supaya memakai baju batik setiap tanggal 2 Oktober.,727320212
(2)  yuk ikuti PKTI ( Pelatihan Karya Tulis Ilmiah ) di sini kalian bakal dapat wawasan tentang KTI https://t.co/MpLikv2HYx,727320212
"(3) ... di awal bulan yang cerah ini 😊

#WelcomeOktober
#AktualisasiPerubahan
#ITSSurabaya https://t.co/ixdDm62Wmo",727320212
"[Welcome Oktober]

Selamat pagi warga HIMAD3KKIM. Selamat datang bulan Oktober, semoga di bulan ini kita semua mendapatkan ... (1)",727320212
"(8) ... perlahan karena luka mereka di Lubang Buaya. 

#GreetingDay
#MenolakLupa
#G30SPKI
#AktualisasiPerubahan
#ITSSurabaya https://t.co/9MwcyGfTVg",727320212
(4) ... Indonesia menjadi komunis. Gerakan ini diprakarsai oleh Dipa Nusantara Aidit yang merupakan ketua dari PKI saat itu. DN. Aidit saat,727320212
"(3) ... (Kamis) menjadi 1 Oktober (Jumat) 1965 saat tengah malam.
Gerakan ini bertujuan untuk menggulingkan Soekarno dan mengubah ideologi",727320212
(2) ... Bangsa Indonesia terbesar yang pernah terjadi. Peristiwa ini terjadi malam hari tepat saat pergantian dari tanggal 30 september,727320212
"[Greeting Day : Menolak Lupa Tragedi G30SPKI]

G30S/PKI adalah sebuah peristiwa sejarah  tentang perbedaan ideologi  terhadap ...(1)",727320212
"(6) ... jantung koroner di Indonesia mencapai 0,5% dan gagal jantung sebesar 0,13% dari total penduduk berusia 18 tahun keatas.",727320212
(3) ... di seluruh dunia bahwa penyakit jantung dan stroke merupakan penyebab utama kematian di dunia yang saat ini di klaim mencapai,727320212
"(6) ... di Wonosobo Jawa Tengah dan sekarang ini telah tersebar di seluruh tanah air Indonesia.

#AktualisasiPerubahan
#ITSSurabaya https://t.co/1Eveii3FzA",727320212
(5) ... anak tuna rungu dimulai di Bandung sekitar tahun 1930 dan beberapa tahun kemudian didirikan sekolah luar biasa B (SLB bagian B),727320212
(3) ... Dia seorang biarawan di ST.BENDEDICT. Dialah yang melopori pendidikan anak tunarungu dengan mendidik anak tunarungu keturunan,727320212
(2) ... kedua-duanya sukar di ajak bicara. Orang yang mengajar murid tuli (tunarungu berat) yang pertama adalah PEDRO PONCE DELEON.,727320212
"[Greating Day : Hari Tuna Rungu]

Pada jaman dahulu anak tunarungu dan anak terbelakang mental (tunamental) sukar di bedakan, karena ... (1)",727320212
(9) ... PTT Republik Indonesia. Peristiwa tersebut terjadi pada tanggal 27 September 1945. Hari itu pun diperingati sebagai Hari Bakti PTT,727320212
(8) ... Jepang. Angkatan Muda PTT (AMPTT) mengambil alih kekuasaan Jawatan PTT tersebut dan kemudian secara resmi berubah menjadi Jawatan,727320212
"(7) ... Openbare Werker (BOW) di Bandung pada tahun 1923. Pada saat pendudukan Jepang di Indonesia, Jawatan PTT dikuasai oleh militer",727320212
(6) ... (PTT). Layanan pos yang awalnya berpusat di Welrevender (Gambir) juga berpindah ke Dinas Pekerjaan Umum atau Burgerlijke,727320212
"(5) ... 1906, pos di Indonesia pun akhirnya berubah menjadi Posts Telegraafend Telefoon Dienst atau Jawatan Pos, Telegraf, dan Telepon",727320212
(4) ... Arus perkembangan teknologi telepon dan telegraf yang masuk ke Indonesia pun mengubah sistem pelayanan pos di Indonesia. Pada tahun,727320212
(3) ... oleh titik jaringan sebanyak ± 4.000 kantor pos dan 28.000 Agen Pos yang tersebar di seluruh wilayah Indonesia.,727320212
"(2) ... masih belum dapet kelompok bisa isi di :

https://t.co/PAKRvW8PVp

Untuk informasi lebih lanjut hubungi CP :
WA : 081555787339 (Fay)",727320212
(4) ... momentum tahunan untuk mengingat perjuangan petani dan menjadi momen untuk merancang gerak pembangunan petani semakin terlupakan.,727320212
"(3) ... Nomor 5 Tahun 1960 tentang Peraturan Dasar Pokok-Pokok Agraria (UUPA 1960)

Hari Tani Nasional yang seyogyanya bisa menjadi satu",727320212
(4) Mari wujudkan 1500 proposal terbaik ITS guna merebut Piala Adi Kertha Widya yang ke 31,727320212
(3) Untuk kalian yang butuh referensi ide bisa dilihat di https://t.co/vhTZN9knts,727320212
(3) ... Dzulhijjah dan Rajab. Akan banyak kemuliaan yang Allah SWT yang akan diberikan di bulan ini. Yuk semangat raih ridho Allah SWT.,727320212
"[Live Report : Jaringan Aspirasi Vokasi]

Sedang berlangsung kegiatan ""Jaringan Aspirasi"" Vokasi yang berlangsung di BB 302 tentang ... (1)",727320212
"(4) ... dikenal sebagai Hari PMI.

Sebuah kata yang selalu di junjung tinggi dalam Palang Merah Indonesia adalah ""Setetes darah kita untuk",727320212
"(3) ... kemerdekaan RI, yaitu pada tanggal17 September 1945, PMI terbentuk dan di resmikan. Peristiwa bersejarah tersebut hingga saat ini",727320212
(3) ... bisnis plan silahkan untuk merapat. Untuk melihat informasinya klik link yang ada di poster.,727320212
(2) ...Terimakasih atas partisipasi dan semangatnya! Tetaplah jadi orang yg bermanfaat karena Sebaik-baiknya manusia adalah manusia,727320212
"[LIVE REPORT : COACHING CLINIC]

Sedang berlangsung agenda Coaching Clinic HIMA D3KKIM FV-ITS di ruang BB 302 dengan materi design ... (1)",727320212
"(2) ... dengan materi videografi yang dibawakan oleh Aris Fendi R. M.

#CoachingClinic
#AktualisasiPerubahan
#ITSSurabaya https://t.co/IS82hoObhM",727320212
"[LIVE REPORT : COACHING CLINIC]

Sedang berlangsung agenda Coaching Clinic HIMA D3KKIM FV-ITS di ruang BB 302 ... (1)",727320212
"[KEMEJA PENGAJAR]

Buktikan wujud cinta dan solidaritasmu kepada adik-adik kita di Kalisari, melalui kemeja pengajar. 
Sebab ... (1)",727320212
"(3) ... Kalian bisa unduh di :

https://t.co/3uRhIAHuEL

Untuk  informasi lebih lanjut hubungi",727320212
(3) ... yang sebelumnya aktif mengoperasikan beberapa stasiun radio Jepang di 6 kota. Rapat utusan 6 radio di rumah Adang Kadarusman,727320212
"(2) ... RRI didirikan pada tanggal 11 September 1945. Slogan RRI adalah ""Sekali di Udara, Tetap di Udara"". 

RRI didirikan oleh para tokoh",727320212
"(4) ...
4. Membuat esai ''Aku dan Jurnalistik''
5. Mengisi form di https://t.co/Uzb6AbxTJP

Foto dan Esai dikirim ke email",727320212
"(2) ... terkini disekitarmu?
Siapkah dirimu menjadi bagian dari kami?
Sekarang!!! Catat namamu sebagai staff Green On.",727320212
"[IT'S NOW OPEN!]

Selamat Siang warga D3kkim, Siapkah dirimu menjadi jurnalis muda? 
Siapkah dirimu peduli dan menanggapi isu-isu ... (1)",727320212
(5)...hal ini menjadi topik pembahasan di konferensi darutan Persatuan Olahraga Republik Indonesia (PORI) di Solo. Hasil kesepakat yaitu,727320212
(4)...kemerdekaan dan kedaulatan Indonesia yang diperoleh waktu itu menjadi penghalang besar saat itu. Pada tanggal 1 Mei 1948,727320212
(3)...akibat dari Indonesia yang tidak bisa berpartisipasi mengikuti Olimpiade Musim Panas XIV di London 1948. Pengakuan dunia atas,727320212
"(2)...diadakan di Solo, tepatnya di Stadion Sriwedari tanggal 9 September 1948. Kilas balik sebelum perhelatan olahraga ini digelar",727320212
"(7) ... akan memberantas buta aksara di seluruh dunia.

#GreetingDay
#HariAksaraInternasional
#AktualisasiPerubahan
#ITSSurabaya https://t.co/CEPmPTIMmj",727320212
"(5) ... di seluruh dunia. 
Adanya HAI ini diharapkan muncul kesadaran dari para pemimpin negara dan masyarakat di seluruh dunia untuk",727320212
"(3) ... Namanya International Literacy Day atau di Indonesia disebut dengan Hari Aksara Internasional (HAI).
8 september diproklamasikan",727320212
"(4) ...  lagi pada tahun 1963 berubah menjadi Kesatuan Pagar Praja. Pada Pasal 86 (1) disebutkan, Satpol PP merupakan perangkat wilayah",727320212
(3) ... tentang pokok-pokok Pemerintahan di Daerah. Pada tahun 1962 namanya sempat berubah menjadi Kesatuan Pagar Baya dan kembali berubah,727320212
(2) ... didirikan di Yogyakarta pada tanggal 03 Maret 1950. Istilah Satpol PP mulai terkenal sejak pemberlakuan UU No. 5/1974,727320212
"""Orang boleh pandai setinggi langit, tapi selama ia tidak menulis ia akan hilang di dalam masyarakat dan dari sejarah ... (1)",727320212
"(7) ... kadang lupa menempatkan diri kita di masyarakat"" 

#SatuLangkahNyata
#AktualisasiPerubahan
#ITSSurabaya https://t.co/nzEGFIpHUh",727320212
"(2) ... membantu segala persoalan di masyarakat. 
Kita sebagai penerus bangsa, sudah sepatutnya untuk terjun ke masyarakat, dan sekarang",727320212
"[OPEN VOLUNTEER]

Salah satu point dari Tri Dharma Perguruan Tinggi ialah pengabdian masyarakat. Banyak jalan untuk mengabdi dan ... (1)",727320212
"(5) serta mewarnai atmosfer keilmiahan di lingkup jurusan dan almamater.

#ApresiasiD3KKIM
#AktualisasiPerubahan
#ITSSurabaya",727320212
(3)Semoga prestasi yang diraih menjadi motivasi bagi sekitar agar dapat berkontribusi,727320212
"(2) Selamat menjadi punggawa pengukir sejarah KM ITS!

#RoadToMubes
#SemangatMembawaPerubahan
#AktualisasiPerubahan
#ITSSurabaya",727320212
(7) ... tanggal 1 Sept 1948 mulai mengikuti Pendidikan Inspektur Polisi di SPN Bukit Tinggi. Sejak itu dinyatakan lahirlah Polisi Wanita,727320212
"[Greeting Day : Hari Polwan Indonesia] 

Wajib tau nih kalian. Kalau hari ini adalah hari POLWAN Indonesia. POLWAN di Indonesia ... (1)",727320212
"(6) ... mekanisme pendaftaran beasiswa dapat dilihat di (https://t.co/6DBbhVPM4k)

- ""Kapan batas pengumpulan persyaratan?""
30 Sept 2017",727320212
"[Live Report : OKKBK]

Sedang berlangsung materi Pengenalan Lab. Cek di oA @himad3kkim_its 😃

#OKKBK
#AktualisasiPerubahan
#ITS Surabaya https://t.co/J4B40r9qsk",727320212
"(2) ... 1. Untuk mahasiswa baru tahun 2017 bahwa pembagian dosen wali dapat dilihat di https://t.co/Wf5RT7hPwq
2. Diberitahukan untuk",727320212
"(12) ... sebagai negara yg memiliki garis pantai terpanjang di dunia.

#GreetingDay
#HariMaritimNasional
#AktualisasiPerubahan
#ITSSurabaya https://t.co/Ljdahljuhd",727320212
(11) ... setiap pulau di Indonesia yang mencapai sekira 81.000 km dan menempatkan Indonesia di urutan kedua setelah Kanada,727320212
(10) ... merupakan negara kepulauan dengan dua pertiga luasnya berupa lautan. Hal itu bisa terlihat dengan adanya garis pantai di hampir,727320212
"(6) ... dan agama di Asia. Namun, seiring kedatangan Belanda sebagai penjajah, pamor Nusantara sebagai negara maritim mulai pudar.",727320212
"(5) ... tapi juga kekuatan maritimnya. Kerajaan Sriwijaya dan Majapahit pernah menjadi kiblat di bidang maritim, kebudayaan",727320212
"(4) ... Setelah Indonesia melaksanakan kemerdekaan nya, 2 hari setelah itu telah di resmikannya Departemen Luar Negeri Indonesia",727320212
(3) ... Semangat Diplomasi Perjuangan memungkinkan Indonesia akhirnya meraih dukungan luas masyarakat Internasional di PBB pada tahun 1950.,727320212
"[LIVE REPORT : RAKER]
Sedang berlangsung Rapat Kerja (RAKER) Kabinet Metamorfosis hari kedua HIMAD3KKIM FV ITS di BB 302 Teknik Kimia...(1)",727320212
(3)... Penasaran juga kan bakal ada apa aja di Makrab HIMAD3KKIM?,727320212
"(5)... Stay tune untuk info lebih lanjut di OA HIMAD3KKIM yah. 

#D3kkimSpectacularTonight
#AktualisasiPerubahan
#ITSSurabaya https://t.co/a4VNaNIFsK",727320212
"[LIVE REPORT : RUMJ]
Rapat Umum Mahasiswa Jurusan dengan pembahasan Tata Tertib RUMJ di BB 302 Teknik Kimia Industri :)

#ITSSurabaya https://t.co/2zX9r3un8w",727320212
"[LIVE REPORT] 

Today Activity
Pelatihan Organisasi HIMA D3KKIM 2017 di BB 302 Teknik Kimia Industri :)

#SelarasAksiBersinergi
#ITSSurabaya https://t.co/krLVIJczBq",727320212
"[ FLIK ]

Malam ini sedang berlangsung Forum pembentukan KPU yang disaksikan oleh Warga HIMA D3KKIM di Plaza Kampus Vokasi.

#ITSSurabaya https://t.co/4AwUiuziJt",727320212
"[One Book for One Child]

Yuk cek di OA Line atau FB @himad3kkim_its 😊

#SelarasAksiBersinergi
#ITSSurabaya https://t.co/AVWOijYcJA",727320212
"Selamat malam warga D3KKIM, saat ini sedang berlangsung forum KADAR (Kajian AD/ART) yg kedua di BB 302 Teknik Kimia Industri

#ITSSurabaya https://t.co/iQ20lHfcx4",727320212
"[Live Report : D3KKIM GAMES]

Malam hari ini sedang berlangsung D3KKIM GAMES Futsal Putra. Info di OA @himad3kkim_its 

#SERASI
#ITSSurabaya https://t.co/Ii7XcCCxa6",727320212
"[Live Report : D3KKIM GAMES]

Sore hari ini sedang berlangsung D3KKIM GAMES Volly Putra. Info di OA @himad3kkim_its 

#SERASI
#ITSSurabaya https://t.co/yEZb6XfjUi",727320212
"[DOTS 5]

D.O.T.S (D3KKIM On The Street) ke 5 akan hadir lagi, kuy ikut kuy! Info lebih lanjut di OA @himad3kkim_its 

#SERASI
#ITSSurabaya https://t.co/6PriVXn2BP",727320212
(2).. Antara Teknik Kimia Industri vs Teknik Industri. Yuk bagi warga D3kkim bisa nyusul di GOR Pertamina ITS.,727320212
"[Live Report: SW 115]

Sedang berlangsung SW 115 di ruang AA 106 jurusan Teknik Kimia Industri. 

#SelarasAksiBersinergi
#ITSSurabaya https://t.co/Wx5RspnZOT",727320212
[Happy Women's Day]Wanita hebat adalah wanita yang mampu merubah dirinya menjadi apapun demi suatu kebaikan....(1),727320212
"[Live Report]

Technical Meeting LKMM TD yang yg bertemakan ""Aztec Warrior"" di BB 302 Teknik Kimia Industri ITS.

#SelarasAksiBersinergi https://t.co/Nxk242teIg",727320212
"... (2) Untuk form pengumuman dapat diunduh di https://t.co/uxTyryGCHZ
Selamat berjuang dan tetap semangat para Warrior! ...",727320212
